[6, 5]	1.0386719129669308
[6, 6]	0.9417792156159696
[6, 7]	1.084892446931946
[6, 8]	1.2184368372540209
[6, 9]	1.3178214391915606
[7, 0]	0.9863114092672489
[7, 10]	0.872776278743419
[7, 11]	0.5669473234939065
[7, 12]	0.8929512679146259
[7, 13]	1.171887980572408
[7, 14]	0.5213814495562161
[7, 15]	0.6927204260469929
[7, 16]	0.7610462582986557
[7, 17]	0.6517658199084835
[7, 18]	0.5357723952298524
[7, 19]	0.9722910951423605
[7, 1]	0.8672058264370575
[7, 2]	0.5461140280054955
[7, 3]	0.996360383600418
[7, 4]	0.9677463964355042
[7, 5]	0.8904113611585207
[7, 6]	0.8920609808982077
[7, 7]	0.9904517253895916
[7, 8]	0.7793925146607781
[7, 9]	0.762762605794688
[8, 0]	0.9351226732496772
[3, 16]	1.8570013424270513
[3, 17]	1.5260781186483405
[3, 18]	1.7798714053262412
[3, 19]	2.0516315025864778
[3, 1]	1.903944146256633
[3, 2]	1.4816572851232055
[3, 3]	1.7643390596741633
[3, 4]	1.8519089011692342
[3, 5]	1.4931767751450038
[3, 6]	1.2002591763627903
[3, 7]	1.6572484206498048
[1, 19]	2.717189351995757
[1, 1]	2.5969101995588635
[1, 2]	2.0598796038038945
[1, 3]	2.381380632883926
[1, 4]	2.3462932000720764
[1, 5]	2.037665098378529
[1, 6]	1.4756006108807243
[1, 7]	2.200240025831885
[1, 8]	2.2573441294016665
[1, 9]	2.028695085783668
[2, 0]	1.6917474391868845
[2, 10]	1.1476977764872403
[2, 11]	1.0543505887166327
[2, 12]	1.4864032246796672
[2, 13]	1.9296341760554765
[2, 14]	0.8042182902183534
[2, 15]	1.4643114874338106
[2, 16]	1.5511555447064522
[2, 17]	1.3304691410832863
[2, 18]	1.3652696499212558
[2, 19]	1.7170245508369224
[2, 1]	1.6404528596356276
[2, 2]	1.3279450215240196
[2, 3]	1.57392323744751
[2, 4]	1.544914881329999
[2, 5]	1.4090447909538988
[2, 6]	1.0741590331237298
[2, 7]	1.5318899105333108
[2, 8]	1.532673554043427
[2, 9]	1.3340217091149673
[3, 0]	1.964154674507797
[3, 10]	1.1873324899544877
[3, 11]	1.0973789180972011
[3, 12]	1.7233214332944655
[3, 13]	2.134415846739506
[3, 14]	0.918474522024624
[3, 15]	1.5418408729179411
[8, 1]	1.121775650387629
[8, 2]	0.745613344414461
[8, 3]	0.9373066866956246
[8, 4]	0.997929294211149
[8, 5]	0.608636295954279
[8, 6]	0.5063651722210405
[8, 7]	0.6694532633630829
[8, 8]	0.7211621242169524
[8, 9]	0.8677921304101804
[9, 0]	2.1664383478205815
[9, 10]	1.790218865406394
[9, 11]	1.6805308222802546
[9, 12]	1.700602456444872
[9, 13]	2.385107348309533
[9, 14]	1.134836034114084
[9, 15]	2.1987293469188693
[9, 16]	2.4488597376546037
[9, 17]	1.88482560637717
[9, 18]	1.7265157096648935
[9, 19]	2.562074074083245
[9, 1]	2.643205635787717
[9, 2]	2.133348696032395
[9, 3]	2.3575428082518703
[9, 4]	2.0057169446240497
[9, 5]	1.9760079711634821
[9, 6]	1.1572875315851363
[9, 7]	2.008451770331837
[9, 8]	2.1566386666852324
[9, 9]	1.7792050373463464
[8, 10]	0.5638856733631634
[8, 11]	0.4900396703742871
[8, 12]	0.7523547751241657
[8, 13]	0.875553530239604
[8, 14]	0.4894476156086047
[8, 15]	0.6110269195741115
[8, 16]	1.1294652413808715
[8, 17]	0.7343715932597441
[8, 18]	1.046278352091466
[8, 19]	1.1991051876534486
[5, 15]	0.8774917129491316
[5, 16]	1.293493909427282
[5, 17]	1.0336228722522827
[5, 18]	1.3744256226207996
[5, 19]	1.5736889009487145
[5, 1]	1.3165035981750774
[5, 2]	0.7995513006044326
[5, 3]	1.4053388746507085
[5, 4]	1.6376729148548559
[5, 5]	1.1364625662905246
[5, 6]	1.3321683379219205
[5, 7]	1.3540504269310154
[5, 8]	1.1357178683979667
[5, 9]	1.3397709709013916
[6, 0]	1.3235036546020225
[0, 5]	1.6757835172721685
[0, 6]	1.2648475821636223
[0, 7]	1.8243709915504969
[0, 8]	1.9153403308104537
[0, 9]	1.7651301545532496
[1, 0]	2.5173326798961426
[1, 10]	1.69023444374583
[1, 11]	1.556638476908824
[1, 12]	2.1312810924603336
[1, 13]	2.7310339503367924
[1, 14]	1.2023544035913132
[1, 15]	2.1537791062681517
[1, 16]	2.481597310554747
[1, 17]	2.0308901401750683
[1, 18]	2.159859820177186
[3, 8]	1.6808872423606245
[3, 9]	1.597493553051185
[4, 0]	1.790375787165157
[4, 10]	0.9786881425300161
[4, 11]	1.0661394946174658
[4, 12]	1.7602551032564726
[4, 13]	2.226887575212558
[4, 14]	0.9676116840333222
[4, 15]	1.3246742689888062
[4, 16]	1.8222583074898528
[4, 17]	1.2722477914978452
[4, 18]	1.935643251690736
[4, 19]	1.8087381723559366
[4, 1]	1.7986711009264216
[4, 2]	1.3280725777928513
[4, 3]	1.7060626663467098
[4, 4]	1.7731968954811415
[4, 5]	1.2663875623247125
[4, 6]	1.2618944593633994
[4, 7]	1.4210470512850097
[4, 8]	1.5406330410514428
[4, 9]	1.6457150600531811
[5, 0]	1.6126932320155032
[5, 10]	0.981666352359786
[5, 11]	0.6778926447864988
[5, 12]	1.5347322706460236
[5, 13]	1.8058491354814379
[5, 14]	0.7911824672318124
[0, 0]	2.1425179135251997
[0, 10]	1.3413797179196707
[0, 11]	1.304493213859184
[0, 12]	1.8685289713666584
[0, 13]	2.375422897403374
[0, 14]	1.0303279116568747
[0, 15]	1.7992121281068112
[0, 16]	2.121498499920467
[0, 17]	1.7051145772121825
[0, 18]	1.9627418899375384
[0, 19]	2.2734885923437274
[0, 1]	2.1849020834788315
[0, 2]	1.7391089888025217
[0, 3]	1.995968326374804
[0, 4]	2.0053102634831834
[6, 10]	0.9736436200772449
[6, 11]	0.9991094412351709
[6, 12]	1.235810269991878
[6, 13]	1.687534295406043
[6, 14]	0.84359737685998
[6, 15]	1.0949924361345436
[6, 16]	1.6375515576001571
[6, 17]	0.973682515249429
[6, 18]	1.4215334753830817
[6, 19]	1.549169507586816
[6, 1]	1.6702982234765131
[6, 2]	1.1664954696932797
[6, 3]	1.542743757519993
[6, 4]	1.3842892534157145
Time:  0.6024727821350098
